COUNTY,Year,Housing_Units,Population,Units_Per_Capita,Pop_Growth
Whatcom,2004,80649,180245,0.4474409831063275,2.421242840258205
Whatcom,2005,82494,184965,0.44599789149298513,2.618657937806874
Whatcom,2006,84806,190088,0.44614073481755817,2.769713188981699
Whatcom,2007,87100,195298,0.44598510993456153,2.740835823408106
Whatcom,2008,88211,197675,0.4462425698747945,1.2171143585699802
Whatcom,2009,88929,199736,0.44523270717346897,1.0426204628809916
Whatcom,2010,90665,201140,0.450755692552451,0.7029278647815116
Whatcom,2011,91237,202277,0.45104979804920975,0.5652779158794868
Whatcom,2012,91683,203683,0.45012593098098513,0.6950864408706873
Whatcom,2013,92364,206021,0.4483232291853743,1.1478621190771934
Whatcom,2014,93155,207937,0.44799626810043425,0.9300022813208362
Whatcom,2015,94056,210116,0.44763844733385366,1.047913550738926
Whatcom,2016,95098,212669,0.44716437280468707,1.215043119039007
Whatcom,2017,96271,216113,0.4454660293457589,1.6194179687683676
Whatcom,2018,97674,220057,0.4438577277705322,1.8249711956245114
Whatcom,2019,98983,223930,0.4420265261465637,1.7599985458313074
Whatcom,2020,100064,226847,0.44110788328697315,1.302639217612647
Whatcom,2021,101463,226300,0.44835616438356163,-0.2411316878777326
Whatcom,2022,102942,231650,0.44438592704511115,2.364118426866991
Whatcom,2023,104653,235800,0.44382103477523327,1.7914957910641054
Whatcom,2024,106100,238000,0.4457983193277311,0.9329940627650551
Whatcom,2025,107321,240500,0.4462411642411642,1.050420168067227
Whitman,1990,14598,38775,0.3764796905222437,
Whitman,1991,14611,38560,0.3789159751037344,-0.5544809800128949
Whitman,1992,14818,38770,0.38220273407273664,0.5446058091286307
Whitman,1993,14994,38909,0.38536071345961087,0.3585246324477689
Whitman,1994,15179,39064,0.38856747900880606,0.39836541674162795
Whitman,1995,15473,39451,0.39220805556259664,0.9906819578128201
Whitman,1996,15654,39590,0.39540287951502906,0.35233580897822614
Whitman,1997,16035,40154,0.39933755043084124,1.4246021722657236
Whitman,1998,16369,40610,0.40307805959123366,1.1356278328435523
Whitman,1999,16600,40842,0.4064443465060477,0.5712878601329722
Whitman,2000,16676,40740,0.40932744231713303,-0.24974291170853533
Whitman,2001,16746,40537,0.413104077756124,-0.4982817869415807
Whitman,2002,17022,41002,0.4151504804643676,1.147100180082394
Whitman,2003,17177,40954,0.41942179030131366,-0.1170674601238964
Whitman,2004,17477,41686,0.4192534663915943,1.7873711969526787
Whitman,2005,17699,42498,0.416466657254459,1.947896176174255
Whitman,2006,18095,42848,0.4223067587752054,0.8235681679137842
Whitman,2007,18566,42793,0.43385600448671513,-0.12836071695294995
Whitman,2008,18908,44066,0.42908364725638815,2.97478559577501
Whitman,2009,19037,44005,0.43260993068969433,-0.13842872055553035
Whitman,2010,19323,44776,0.4315481507950688,1.7520736279968185
Whitman,2011,19385,44488,0.4357354792303543,-0.6432017152045739
Whitman,2012,19481,45424,0.4288702007749208,2.10393814062219
Whitman,2013,19593,45498,0.430634313596202,0.16290947516731244
Whitman,2014,20004,45817,0.43660649977082744,0.7011297199876918
Whitman,2015,20364,46380,0.4390685640362225,1.2288015365475695
Whitman,2016,20460,46623,0.43883919953670936,0.5239327296248383
Whitman,2017,20733,46961,0.4414940056642746,0.724964073525942
Whitman,2018,20863,47217,0.44185356968888323,0.5451331956304167
Whitman,2019,21096,47871,0.4406843391614965,1.3850943516106486
Whitman,2020,20922,47973,0.43612031767869425,0.2130726327003823
Whitman,2021,21629,44600,0.48495515695067265,-7.031038292372793
Whitman,2022,21739,47800,0.4547907949790795,7.174887892376682
Whitman,2023,21837,48100,0.453991683991684,0.6276150627615062
Whitman,2024,22257,48750,0.45655384615384614,1.3513513513513513
Whitman,2025,22431,49450,0.4536097067745197,1.435897435897436
Yakima,1990,70852,188823,0.37522971248205994,
Yakima,1991,71459,191490,0.3731735338659982,1.4124338666370093
Yakima,1992,72355,194939,0.37116739082482214,1.8011384406496422
Yakima,1993,73179,198225,0.3691713961407492,1.6856555127501425
Yakima,1994,74193,202044,0.36721209241551345,1.926598562239879
Yakima,1995,75263,206046,0.3652728031604593,1.9807566668646432
Yakima,1996,76074,209381,0.3633280956724822,1.618570610446211
Yakima,1997,76750,212375,0.3613890523837551,1.4299291721789464
Yakima,1998,77498,215587,0.3594743653374276,1.5124190700412008
Yakima,1999,78486,219483,0.35759489345416273,1.807159058755862
Yakima,2000,79174,222581,0.355708708290465,1.4114988404568918
Yakima,2001,80194,224229,0.3576433021598455,0.7404046167462631
Yakima,2002,80815,224790,0.3595133235464211,0.25019065330532625
Yakima,2003,81564,227956,0.3578058923651933,1.4084256417100405
Yakima,2004,82133,230002,0.3570968948096104,0.8975416308410394
Yakima,2005,82752,231902,0.3568403894748644,0.8260797732193632
Yakima,2006,83598,234408,0.35663458585031227,1.0806288863399194
Yakima,2007,84477,236923,0.35655888199963703,1.0729156001501654
Yakima,2008,85305,239524,0.35614385197307996,1.097825031761374
Yakima,2009,85894,241708,0.355362669005577,0.9118084200330655
Yakima,2010,85474,243231,0.3514107987879834,0.6300991278733017
Yakima,2011,85940,244553,0.3514166663259089,0.5435162458732645
Yakima,2012,86350,245605,0.3515807902933572,0.43017260062235996
Yakima,2013,86891,246825,0.35203484249974676,0.4967325583762546
Yakima,2014,87425,248229,0.3521949490188495,0.568824065633546
Yakima,2015,87986,249314,0.35291239160255744,0.4370963908326585
Yakima,2016,88750,251046,0.3535208686854202,0.6947062740158996
Yakima,2017,89297,252692,0.3533827742864831,0.6556567322323399
Yakima,2018,89810,253814,0.3538417896569929,0.4440188055023507
Yakima,2019,90347,254770,0.3546218157553872,0.3766537700836045
Yakima,2020,90504,256728,0.352528746377489,0.768536326883071
Yakima,2021,91290,258100,0.3537001162340178,0.5344177495247889
Yakima,2022,92204,259950,0.35469898057318716,0.7167764432390547
Yakima,2023,92931,261200,0.3557848392036753,0.4808617041738796
Yakima,2024,93867,263200,0.35663753799392095,0.7656967840735069
Yakima,2025,94588,264650,0.357407897222747,0.5509118541033434
